2,0.44450000000000006
4,0.6947000000000001
8,1.6507
16,3.2074
32,2.7471
64,5.8772
128,3.7230000000000003
256,5.8966
512,11.8668
1024,13.902700000000001
2048,19.0703
4096,44.4864
8192,61.8478
16384,107.5321
32768,250.0214
65536,378.8547
131072,887.489
262144,1574.6836
524288,3034.1061
2,0.8103
4,1.4203999999999999
8,0.25249999999999995
16,2.3791
32,1.4834
64,4.7418000000000005
128,7.1532
256,5.0011
512,7.9354
1024,8.4176
2048,38.7092
4096,56.7589
8192,103.6349
16384,151.2115
32768,218.8294
65536,404.7804
131072,880.1756
262144,1518.6573
524288,3156.1802000000002
2,0.3239
4,0.8253
8,1.3943
16,1.0819
32,1.8617999999999997
64,2.0442000000000005
128,3.353
256,5.002
512,7.4623
1024,9.914299999999999
2048,33.684
4096,38.1683
8192,56.570899999999995
16384,106.526
32768,203.50979999999998
65536,394.2071
131072,804.5162
262144,1770.8066
524288,3099.0787
2,0.5012
4,0.5019
8,1.2663999999999997
16,0.44120000000000015
32,1.3331000000000004
64,1.1987
128,2.3978
256,6.7703
512,5.7129
1024,28.1065
2048,27.8546
4096,47.1781
8192,80.5976
16384,104.6028
32768,239.9002
65536,436.9143
131072,779.2763
262144,1703.0528
524288,3112.7288
2,0.7165
4,0.2148
8,1.1381999999999999
16,2.2175000000000002
32,1.8407
64,2.8738000000000006
128,2.5382999999999996
256,6.696400000000001
512,17.5387
1024,14.0227
2048,30.004800000000003
4096,35.5662
8192,71.3471
16384,117.53960000000001
32768,230.2171
65536,385.2149
131072,802.7798
262144,1670.3843
524288,3169.103
2,0.06479999999999997
4,0.6513000000000001
8,0.5385
16,1.4840999999999998
32,1.1012
64,3.5492999999999997
128,3.8914999999999997
256,4.374899999999999
512,8.669599999999999
1024,10.8239
2048,34.3649
4096,32.7099
8192,56.9696
16384,123.5538
32768,257.8504
65536,443.487
131072,795.5874
262144,1669.1747
524288,3439.7171
2,0.11279999999999996
4,0.10919999999999996
8,1.1788
16,1.9825
32,1.8411000000000002
64,1.7995
128,2.9479
256,5.788099999999999
512,8.3014
1024,15.3033
2048,15.462900000000001
4096,28.938000000000002
8192,73.3747
16384,130.9353
32768,219.26919999999998
65536,418.6303
131072,907.5400999999999
262144,1532.8055
524288,3142.5188
2,0.6384000000000001
4,0.8348
8,0.2373000000000001
16,2.3002
32,1.7132
64,2.0966000000000005
128,3.7049000000000003
256,6.1529
512,6.746499999999999
1024,22.046499999999998
2048,41.6984
4096,29.6434
8192,60.5751
16384,107.79690000000001
32768,275.6298
65536,431.8385
131072,897.7877
262144,1535.4071
