2,0.4445
4,0.6947
8,1.6507
16,3.2074
32,2.7471
64,5.8772
128,5.723
256,10.8966
512,24.8668
1024,23.9027
2048,48.0703
4096,81.4864
8192,120.8478
16384,208.5321
32768,389.02139999999997
65536,574.8547
131072,1290.489
262144,2064.6836
524288,3640.1061
2,0.8103
4,1.4204
8,1.2525
16,2.3791
32,2.4834
64,4.7418
128,10.1532
256,9.0011
512,19.9354
1024,22.4176
2048,73.7092
4096,86.7589
8192,138.6349
16384,232.2115
32768,355.8294
65536,664.7804
131072,1148.1756
262144,2085.6573
524288,3933.1802
2,0.3239
4,0.8253
8,1.3943
16,1.0819
32,1.8618000000000001
64,6.0442
128,7.353
256,10.002
512,15.4623
1024,27.9143
2048,43.684
4096,72.1683
8192,130.5709
16384,209.526
32768,395.5098
65536,585.2071
131072,1104.5162
262144,2117.8066
524288,3816.0787
2,0.5012
4,0.5019
8,1.2664
16,1.4412
32,2.3331
64,3.1987
128,5.3978
256,10.7703
512,12.7129
1024,34.1065
2048,48.8546
4096,91.1781
8192,147.5976
16384,187.6028
32768,365.9002
65536,644.9143
131072,1122.2763
262144,2082.0528
524288,3929.7288
2,0.7165
4,0.2148
8,1.1382
16,3.2175
32,2.8407
64,5.8738
128,4.5383
256,10.6964
512,21.5387
1024,24.0227
2048,51.0048
4096,73.5662
8192,142.3471
16384,224.5396
32768,379.2171
65536,612.2149
131072,1182.7798
262144,2098.3843
524288,3681.103
2,0.0648
4,0.6513
8,1.5385
16,1.4841
32,2.1012
64,6.5493
128,7.8915
256,14.3749
512,17.6696
1024,31.8239
2048,48.3649
4096,65.7099
8192,124.9696
16384,214.5538
32768,414.8504
65536,668.487
131072,1047.5874
262144,1948.1747
524288,4080.7171
2,0.1128
4,0.1092
8,1.1788
16,1.9825
32,1.8411
64,2.7995
128,4.9479
256,11.7881
512,21.3014
1024,32.3033
2048,33.4629
4096,67.938
8192,121.3747
16384,219.9353
32768,364.2692
65536,652.6303
131072,1204.5401
262144,2234.8055
524288,3894.5188
2,0.6384
4,0.8348
8,1.2373
16,3.3002000000000002
32,1.7132
64,4.0966
128,5.7049
256,14.1529
512,14.7465
1024,26.046499999999998
2048,62.6984
4096,72.6434
8192,125.5751
16384,168.7969
32768,377.6298
65536,595.8385
131072,1236.7877
262144,2006.4071
524288,3859.1111
2,0.8611
4,0.6622
8,0.5463
16,2.2639
32,3.7455
64,4.2769
128,9.4889
256,8.0739
512,14.2254
1024,24.9904
2048,52.3654
4096,74.942
8192,107.1058
16384,228.754
32768,388.5138
65536,630.3845
131072,1181.7536
262144,2081.0786
524288,3627.2948
2,0.7569
4,1.2292
8,1.9886
16,1.1994
32,3.1322
64,5.82
128,7.5359
256,10.6831
512,13.9481
1024,26.9712
2048,50.4149
4096,58.8728
8192,138.7931
16384,192.5715
32768,370.5498
65536,648.6953
131072,1149.7771
262144,2011.3539
524288,3789.9835
2,0.0533
4,1.0566
8,1.1683000000000001
16,2.4452
32,1.6213
64,5.0427
128,6.3409
256,10.7849
512,21.0443
1024,28.3245
2048,46.5261
4096,87.6018
8192,133.7401
16384,238.3931
32768,390.4211
65536,644.8966
131072,1114.2747
262144,2222.058
524288,3788.7928
2,0.7146
4,1.2342
8,1.5867
16,1.9676
32,2.7649
64,4.2699
128,6.4637
256,14.6412
512,16.1228
1024,31.2271
2048,51.6874
4096,82.654
8192,118.3273
16384,203.4112
32768,413.6718
65536,627.0082
131072,1147.1288
262144,2135.1216
524288,3862.0345
2,0.8425999999999999
4,0.4323
8,1.7742
16,1.1457
32,4.1434
64,4.5485
128,6.0255
256,11.8169
512,26.4933
1024,25.9618
2048,48.2794
4096,78.6086
8192,132.6124
16384,232.9326
32768,351.7276
65536,659.3173
131072,1124.0291
262144,1954.0142
524288,3826.4807
2,0.0517
4,0.49420000000000003
8,1.0873
16,0.3337
32,2.9074
64,3.6367
128,6.9542
256,16.27
512,18.268
1024,30.716
2048,49.9765
4096,64.1728
8192,129.4756
16384,210.1027
32768,353.5286
65536,640.4018
131072,1143.7882
262144,1997.7336
524288,3868.5081
2,0.9893000000000001
4,0.6514
8,1.9933
16,2.0666
32,2.4627
64,4.167
128,5.4357
256,11.2242
512,20.949
